price,bedrooms,totalbedrooms,bathrooms,propertyType,BuildingType,storeys,communityName,title,landSize,Builtin,parkingType,totalFinishedArea,appliancesIncluded,foundationType,style,architectureStyle,basementType,po4,po3
374900,3,3,1,Single Family,House,2,Wentworth,Freehold,1 - 3 acres,2015.0,Gravel,924.0,"Range, Refrigerator, Hot Tub",Poured Concrete,Detached,,Crawl space,B0M1,B0M
450000,0,1,2,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1976.0,,1609.0,,Poured Concrete,Detached,Character,Full (Finished),B2W4,B2W
249900,1,1,1,Single Family,House,1,Seabright,Freehold,under 1/2 acre,,Gravel,1090.0,"Stove, Dryer, Washer, Microwave, Refrigerator","Concrete Block, Poured Concrete",Detached,Character,Full (Finished),B3Z3,B3Z
335000,2,2,2,Single Family,House,1,Cole Harbour,Freehold,under 1/2 acre,1976.0,"Garage, Detached Garage",1716.0,,Poured Concrete,Detached,,,B2V1,B2V
649900,2,3,2,Single Family,House,1,Middle Sackville,Freehold,1 - 3 acres,2019.0,"Garage, Gravel",1655.0,,Poured Concrete,Detached,,,B4E0,B4E
409000,2,3,2,Single Family,House,1,West Porters Lake,Freehold,1 - 3 acres,2011.0,"Garage, Detached Garage, Gravel",2200.0,"Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B3E1,B3E
685000,3,4,3,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,2009.0,"Garage, Attached Garage",2998.0,"Range - Gas, Dishwasher, Dryer - Electric, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,Full (Finished),B2W0,B2W
489000,2,2,2,Single Family,House,2,Tennecape,Freehold,,2015.0,"Garage, Detached Garage, Gravel",1365.0,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator","Poured Concrete, Concrete Slab",Detached,,None,B0N2,B0N
245000,2,4,2,Single Family,House,2,Kentville,Freehold,under 1/2 acre,1955.0,Gravel,2000.0,"Range - Electric, Refrigerator",Poured Concrete,Detached,,Full (Finished),B4N1,B4N
2490000,5,5,5,Single Family,House,3,Halifax,Freehold,under 1/2 acre,1924.0,"Garage, Detached Garage",5738.0,"Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B3H2,B3H
549900,3,3,3,Single Family,House,2,Herring Cove,Freehold,1/2 - 1 acre,1918.0,Gravel,2334.0,"Cooktop - Propane, Oven, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Concrete Block,Detached,,Partial,B3V1,B3V
489900,2,3,2,Single Family,House,1,Halifax,Freehold,under 1/2 acre,1949.0,Garage,1362.0,"Stove, Dryer, Washer, Washer/Dryer Combo, Refrigerator",Concrete Block,Detached,Character,Full (Finished),B3L1,B3L
99900,3,3,1,Single Family,Mobile Home,1,Rhodes Corner,Freehold,1/2 - 1 acre,,,850.0,"Stove, Refrigerator",,,,None,B4V5,B4V
599900,4,4,3,Single Family,House,2,New Minas,Freehold,1/2 - 1 acre,1980.0,,2263.0,"Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished),B4N4,B4N
398900,3,3,2,Single Family,House,1,Millville,Freehold,1 - 3 acres,,"Garage, Attached Garage, Gravel",1300.0,None,"Poured Concrete, Concrete Slab",Detached,Character,None,B0P1,B0P
319900,3,4,3,Single Family,House,2,Middle Sackville,Freehold,1/2 - 1 acre,1987.0,,1720.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,,Full (Finished),B4E2,B4E
299900,3,3,2,Single Family,House,1,Middle Sackville,Freehold,under 1/2 acre,1963.0,,1242.0,,Poured Concrete,Detached,Character,Crawl space,B4E3,B4E
335000,3,3,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1971.0,"Garage, Detached Garage",1802.0,,Poured Concrete,Detached,Character,,B4C1,B4C
189900,3,3,1,Single Family,House,1,Riverside,Freehold,1/2 - 1 acre,1969.0,"Garage, Detached Garage, Gravel",864.0,"Stove, Washer/Dryer Combo, Refrigerator, Water softener",Poured Concrete,Detached,Character,Full (Unfinished),B0N2,B0N
125000,2,2,1,Single Family,Mobile Home,1,Newport Corner,Freehold,1/2 - 1 acre,1970.0,Gravel,604.0,"Dryer, Washer",,,Mini,None,B0N1,B0N
475000,4,4,2,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1953.0,,1671.0,"Cooktop - Propane, Oven, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished),B3N1,B3N
349900,3,3,3,Single Family,House,2,Cole Harbour,Freehold,under 1/2 acre,2001.0,,1889.0,,Poured Concrete,Semi-detached,,,B2V2,B2V
624900,4,4,2,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1953.0,,1728.0,"Stove, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B3K2,B3K
599900,4,4,2,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1952.0,"Garage, Detached Garage",2020.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full,B3H3,B3H
362000,3,3,1,Single Family,House,2,Prospect,Freehold,under 1/2 acre,,"Gravel, Covered",1550.0,,Poured Concrete,Detached,,Full,B3T4,B3T
649000,3,4,4,Single Family,House,1,Dartmouth,Freehold,1/2 - 1 acre,2002.0,"Garage, Attached Garage",3484.0,"Central Vacuum, Stove, Dishwasher, Dryer - Electric, Washer, Microwave, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,Character,Partial (Partially finished),B2Z1,B2Z
598000,3,3,2,Single Family,House,1,Lower Branch,Freehold,1 - 3 acres,,"Garage, Attached Garage, Gravel",1712.0,,Concrete Slab,Detached,Character,None,B4V8,B4V
374900,2,4,3,Single Family,House,1,Ardoise,Freehold,1 - 3 acres,2008.0,,2100.0,None,Poured Concrete,Detached,Character,Full (Finished),B0N1,B0N
349999,3,4,2,Single Family,House,1,Middleton,Freehold,under 1/2 acre,1972.0,"Garage, Attached Garage",1887.0,"Stove, Dishwasher, Refrigerator",Poured Concrete,Detached,,,B0S1,B0S
224900,2,2,1,Single Family,House,1,Brooklyn,Freehold,1 - 3 acres,1994.0,Gravel,1144.0,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B0N2,B0N
299000,2,4,1,Single Family,House,2,Paradise,Freehold,3 - 10 acres,1994.0,,1583.0,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,Full (Finished),B0S1,B0S
465000,4,4,3,Single Family,House,2,Meadowvale,Freehold,1/2 - 1 acre,2008.0,"Garage, Attached Garage",2312.0,"Stove, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator, Water softener",Concrete Slab,Detached,,None,B0P1,B0P
399900,3,3,2,Single Family,House,2,Falmouth,Freehold,under 1/2 acre,1994.0,Garage,1872.0,"Cooktop - Gas, Oven - Electric, Dishwasher, Dryer, Washer, Garburator, Refrigerator, Gas stove(s)",Poured Concrete,Detached,,Full (Partially finished),B0P1,B0P
625000,3,4,4,Single Family,House,2,Middle Sackville,Freehold,under 1/2 acre,2019.0,,2688.0,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,,B4E0,B4E
575000,3,5,3,Single Family,House,1,Fall River,Freehold,1 - 3 acres,1991.0,"Garage, Attached Garage, Detached Garage",2660.0,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator, Water softener, Central Vacuum",Poured Concrete,Detached,Character,Full (Partially finished),B2T1,B2T
389900,3,3,3,Single Family,House,2,Bible Hill,Freehold,1/2 - 1 acre,1994.0,Garage,2021.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full,B6L3,B6L
150000,4,4,1,Single Family,House,2,Country Harbour,Freehold,1 - 3 acres,1911.0,Gravel,1263.0,"Stove, Dryer, Washer, Refrigerator","Concrete Block, Stone",Detached,,Crawl space,B0H1,B0H
849900,2,5,2,Single Family,House,1,Halifax,Freehold,under 1/2 acre,,,2622.0,"Range, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,,B3H2,B3H
469900,2,2,2,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,2000.0,"Garage, Attached Garage",1485.0,"Stove, Dishwasher, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator, Central Vacuum",Concrete Slab,Detached,Character,None,B2W6,B2W
679900,4,5,4,Single Family,House,2,Cole Harbour,Freehold,under 1/2 acre,1991.0,"Garage, Attached Garage",3737.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished),B2V2,B2V
449900,3,3,4,Single Family,Row / Townhouse,2,Dartmouth,Freehold,under 1/2 acre,2008.0,"Garage, Attached Garage",2068.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,,,,B2W0,B2W
449900,2,4,3,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,,,1710.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,,B2W2,B2W
399900,3,4,4,Single Family,House,2,Bedford,Freehold,under 1/2 acre,1992.0,Garage,2149.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B4A3,B4A
229900,3,3,2,Single Family,House,2,Falmouth,Freehold,1 - 3 acres,1945.0,"Garage, Detached Garage, Gravel",979.0,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B0P1,B0P
449900,3,5,2,Single Family,House,1,Bedford,Freehold,under 1/2 acre,1975.0,,1850.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished),B4A1,B4A
588888,8,8,5,Single Family,House,2,Fall River,Freehold,under 1/2 acre,1980.0,"Garage, Gravel",3700.0,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator, Central Vacuum",Concrete Block,Detached,,,B2T1,B2T
599900,3,3,2,Single Family,House,1,Dutch Settlement,Freehold,1 - 3 acres,2020.0,"Garage, Attached Garage, Detached Garage, Gravel",1686.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Concrete Slab,Detached,Character,None,B2S2,B2S
239900,3,3,1,Single Family,House,1,Middle Sackville,Freehold,under 1/2 acre,,,768.0,,Concrete Block,Detached,Character,,B4E1,B4E
269900,4,4,2,Single Family,House,2,Stewiacke,Freehold,under 1/2 acre,,Gravel,1853.0,,Poured Concrete,Detached,2 Level,Full,B0N2,B0N
209900,2,2,1,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1967.0,,960.0,"Stove, Refrigerator",Stone,Detached,,None,B3A4,B3A
249000,4,4,1,Single Family,House,2,Boudreauville,Freehold,1/2 - 1 acre,1957.0,,1691.0,,Poured Concrete,Detached,,,B0E2,B0E
3790000,4,4,5,Single Family,House,2,Halifax,Freehold,1 - 3 acres,,Garage,6000.0,,Poured Concrete,Detached,Contemporary,,B3P2,B3P
645000,3,4,3,Single Family,House,1,Oakfield,Freehold,1 - 3 acres,2011.0,"Garage, Detached Garage",2784.0,"Range, Stove, Dishwasher, Dryer - Electric, Washer, Microwave, Microwave Range Hood Combo, Refrigerator, Water softener",Concrete Block,Detached,,Full,B2T0,B2T
209900,3,3,2,Single Family,Mobile Home,1,Collingwood,Freehold,under 1/2 acre,2018.0,Gravel,1088.0,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator",,,Mini,None,B0M1,B0M
169900,3,3,1,Single Family,House,2,Burntcoat,Freehold,1 - 3 acres,,,1083.0,,"Concrete Block, Poured Concrete",Detached,,Full (Unfinished),B0N1,B0N
249900,2,3,2,Single Family,House,2,Upper Stewiacke,Freehold,under 1/2 acre,1866.0,"Gravel, Parking Space(s)",1612.0,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,Full (Partially finished),B0N2,B0N
189900,3,3,1,Single Family,House,2,Great Village,Freehold,under 1/2 acre,1932.0,Gravel,1275.0,"Stove, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B0M1,B0M
949000,4,5,5,Single Family,House,2,Belmont,Freehold,10 - 49 acres,2016.0,"Garage, Detached Garage, Gravel",3590.0,"Cooktop - Electric, Oven - Electric, Range - Electric, Dishwasher, Dryer - Electric, Washer, Freezer - Chest, Microwave Range Hood Combo, Water purifier, Water softener",Concrete Slab,Detached,Other,,B0N2,B0N
3999900,3,5,6,Single Family,House,2,Bedford,Freehold,under 1/2 acre,2022.0,"Garage, Attached Garage",5268.0,None,Poured Concrete,Detached,,,B4A2,B4A
449900,2,2,2,Single Family,Apartment,1,Dartmouth,Condominium/Strata,,2011.0,"Garage, Underground",1255.0,"Range, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator, Intercom",Poured Concrete,,,None,B2W0,B2W
929000,4,4,2,Single Family,House,2,Chester Basin,Freehold,1 - 3 acres,2018.0,"Garage, Attached Garage, Gravel",2614.0,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave, Wine Fridge, Water softener",Concrete Slab,Detached,,None,B0J1,B0J
489900,3,3,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,2018.0,"Garage, Attached Garage, Parking Space(s)",1864.0,"Oven, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,2 Level,,B3P0,B3P
299900,1,3,2,Single Family,House,1,Eastern Passage,Freehold,1/2 - 1 acre,2001.0,,1440.0,,Poured Concrete,Detached,,Full (Finished),B3G1,B3G
279900,3,3,1,Single Family,Row / Townhouse,2,Cole Harbour,Freehold,under 1/2 acre,1978.0,,1200.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,,,,B2W4,B2W
395000,4,4,2,Single Family,House,2,Upper Nine Mile River,Freehold,1 - 3 acres,1992.0,"Garage, Detached Garage, Gravel, Parking Space(s)",1944.0,"Cooktop, Oven, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished),B2S3,B2S
449000,3,3,2,Single Family,House,1,Central North River,Freehold,1 - 3 acres,1995.0,"Garage, Attached Garage, Gravel, Parking Space(s)",2288.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,Full (Finished),B6L6,B6L
149999,3,3,1,Single Family,House,2,New Glasgow,Freehold,under 1/2 acre,1915.0,Gravel,960.0,"Stove, Dryer, Washer, Refrigerator",Stone,Detached,,Full (Unfinished),B2H1,B2H
129000,2,2,1,Single Family,Mobile Home,1,Bible Hill,Freehold,,1989.0,Gravel,840.0,"Stove, Refrigerator",,,Mini,None,B2N4,B2N
899000,3,4,4,Single Family,House,2,Fall River,Freehold,1 - 3 acres,2019.0,"Garage, Attached Garage",3300.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B2T0,B2T
599900,3,4,3,Single Family,House,1,Waverley,Freehold,1 - 3 acres,,"Garage, Attached Garage",3059.0,"Range, Stove, Dishwasher, Dryer, Washer, Refrigerator, Wine Fridge, Central Vacuum",Poured Concrete,Detached,Character,,B2R1,B2R
649900,3,3,2,Single Family,House,2,Mount Uniacke,Freehold,under 1/2 acre,,Gravel,1444.0,"Stove, Dishwasher, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator",Concrete Slab,Detached,,None,B0N1,B0N
309000,3,3,2,Single Family,Row / Townhouse,2,Halifax,Condominium/Strata,,1973.0,Parking Space(s),1602.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",,,,,B3M1,B3M
399000,3,5,2,Single Family,House,1,Lawrencetown,Freehold,1 - 3 acres,1976.0,"Garage, Detached Garage",1440.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished),B2Z1,B2Z
549900,3,4,4,Single Family,House,2,Fairview,Freehold,under 1/2 acre,2012.0,,2338.0,"Oven - Electric, Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Semi-detached,2 Level,Full (Finished),B3N2,B3N
115000,2,2,1,Single Family,House,1,Upper Branch,Freehold,1 - 3 acres,2002.0,Gravel,877.0,,,Detached,Character,None,B4V4,B4V
1595000,4,6,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,2003.0,"Garage, Detached Garage",3960.0,"Oven, Range - Gas, Washer/Dryer Combo, Refrigerator",Poured Concrete,Detached,,Full (Finished),B3H1,B3H
799000,2,2,2,Single Family,Apartment,1,Halifax Peninsula,Condominium/Strata,,2018.0,"Garage, Underground, Parking Space(s)",1140.0,"Range, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator, Intercom",Poured Concrete,,,None,B3H0,B3H
595000,4,4,4,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,1985.0,"Garage, Detached Garage",3964.0,,Poured Concrete,Detached,,Full (Partially finished),B2X3,B2X
399900,3,3,2,Single Family,House,2,Poplar Grove,Freehold,1 - 3 acres,1986.0,"Garage, Detached Garage, Gravel",1819.0,"Cooktop, Oven, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished),B0N2,B0N
274700,3,3,3,Single Family,House,2,Thorburn,Freehold,1 - 3 acres,,"Garage, Detached Garage",1746.0,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished),B0K1,B0K
140000,3,3,1,Single Family,House,2,Truro,Freehold,under 1/2 acre,,Garage,1056.0,,Poured Concrete,Detached,,Full (Unfinished),B2N1,B2N
699000,3,3,3,Single Family,House,1,Beaver Bank,Freehold,1 - 3 acres,,"Garage, Attached Garage",3221.0,,Poured Concrete,Detached,Character,,B4G1,B4G
369900,2,3,2,Single Family,House,1,Meadowvale,Freehold,1/2 - 1 acre,1990.0,"Garage, Detached Garage",1764.0,"Range - Electric, Dryer, Washer, Refrigerator, Hot Tub",Poured Concrete,Detached,,Full (Finished),B0P1,B0P
349000,3,3,3,Single Family,House,1,Coldbrook,Freehold,under 1/2 acre,2004.0,Gravel,2028.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B4R1,B4R
309900,0,3,2,Single Family,House,1,Sackville,Freehold,under 1/2 acre,2000.0,,1536.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,,Full (Finished),B4E3,B4E
119000,3,3,1,Single Family,Mobile Home,1,Beaver Bank,Leasehold,Unknown,1997.0,,896.0,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",,,Mini,None,B4E1,B4E
1330000,3,4,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,,Garage,3700.0,Central Vacuum,Poured Concrete,Detached,,,B3H4,B3H
329900,1,1,1,Single Family,Apartment,1,Halifax,Condominium/Strata,under 1/2 acre,2008.0,"Garage, Attached Garage, Underground",720.0,"Range - Electric, Dishwasher, Refrigerator",Poured Concrete,,,None,B3K0,B3K
519900,3,4,3,Single Family,House,2,Bedford,Freehold,under 1/2 acre,1987.0,Garage,2644.0,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,,,B4A3,B4A
369900,0,3,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,2007.0,Gravel,1428.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,,,B4C0,B4C
429000,4,5,3,Single Family,House,2,Lower Sackville,Freehold,under 1/2 acre,1988.0,,2786.0,,Poured Concrete,Detached,Cape Cod,Full (Finished),B4E2,B4E
359900,2,3,2,Single Family,House,1,Gaetz Brook,Freehold,under 1/2 acre,1980.0,"Garage, Attached Garage, Gravel",1900.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,,B0J1,B0J
219900,4,4,2,Single Family,House,2,Kentville,Freehold,under 1/2 acre,1942.0,Carport,2076.0,,"Concrete Block, Poured Concrete",Detached,,,B4N2,B4N
179900,2,2,1,Single Family,House,1,Scotch Village,Freehold,3 - 10 acres,1970.0,Gravel,800.0,"Stove, Dryer, Washer, Refrigerator","Concrete Block, Poured Concrete",Detached,Character,Full (Unfinished),B0N2,B0N
279900,1,4,2,Single Family,House,1,Cole Harbour,Freehold,under 1/2 acre,2002.0,,1360.0,,Poured Concrete,Semi-detached,,,B2V2,B2V
199900,2,2,1,Single Family,House,1,Chester Basin,Freehold,1 - 3 acres,1989.0,,784.0,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Mini,Full (Unfinished),B0J1,B0J
149900,2,2,1,Single Family,House,1,Brooklyn,Freehold,under 1/2 acre,,Gravel,704.0,"Dryer, Washer",Concrete Block,Detached,Character,Full,B0N2,B0N
209900,2,2,1,Single Family,House,1,Plymouth,Freehold,under 1/2 acre,,Gravel,1134.0,,,Detached,Character,Crawl space,B0K1,B0K
239900,3,4,1,Single Family,House,1,Clam Harbour,Freehold,1/2 - 1 acre,2006.0,Gravel,2003.0,"Stove, Dishwasher, Washer/Dryer Combo, Refrigerator",Poured Concrete,Detached,,,B0J2,B0J
349900,5,5,2,Single Family,House,2,Watt Section,Freehold,3 - 10 acres,1998.0,"Garage, Detached Garage, Gravel",2466.0,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Crawl space,B0J3,B0J
379900,3,4,2,Single Family,House,2,Port Dufferin,Freehold,1 - 3 acres,2004.0,"Garage, Attached Garage, Detached Garage, Gravel",1998.0,"Oven, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished),B0J2,B0J
149500,2,2,1,Single Family,House,1,Salmon River,Freehold,under 1/2 acre,1964.0,"Garage, Detached Garage",595.0,"Range - Electric, Dryer - Electric, Washer, Refrigerator",Concrete Block,Detached,Character,Full (Unfinished),B2N4,B2N
199900,2,2,2,Single Family,Mobile Home,1,Bridgewater,Freehold,,2008.0,Other,1152.0,"Cooktop - Electric, Oven, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator, Water meter",,,Mini,None,B4V4,B4V
649000,3,3,1,Single Family,House,2,Oakland,Freehold,1 - 3 acres,1872.0,Garage,1700.0,,Stone,Detached,Cape Cod,Full (Unfinished),B0J2,B0J
