price,bedrooms,totalbedrooms,bathrooms,propertyType,BuildingType,storeys,communityName,title,landSize,Builtin,parkingType,totalFinishedArea,appliancesIncluded,foundationType,style,architectureStyle,basementType,po4,po3
375000,3,4,2,Single Family,House,1,Cole Harbour,Freehold,under 1/2 acre,1973.0,"Garage, Attached Garage",1219.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B2V1,B2V
449000,3,4,3,Single Family,House,2,Spryfield,Freehold,under 1/2 acre,,,1532.0,,Poured Concrete,Semi-detached,,,B3R1,B3R
299900,3,3,2,Single Family,House,2,Cole Harbour,Freehold,under 1/2 acre,1976.0,,1445.0,"Range, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Semi-detached,,,B2V1,B2V
634900,3,4,4,Single Family,Row / Townhouse,3,Rockingham,Freehold,under 1/2 acre,2019.0,"Garage, Attached Garage",2475.0,"Range, Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,,,,B3M0,B3M
659000,3,4,4,Single Family,House,2,Herring Cove,Freehold,under 1/2 acre,2021.0,"Garage, Attached Garage",2748.0,"Stove, Dryer, Washer, Microwave Range Hood Combo, Fridge/Stove Combo",Poured Concrete,Detached,3 Level,Full (Finished),B3R0,B3R
118000,2,2,1,Single Family,House,1,Salmon River,Freehold,under 1/2 acre,,Gravel,564.0,"Stove, Refrigerator",Concrete Block,Detached,Character,None,B6L3,B6L
259900,3,3,2,Single Family,House,2,Truro,Freehold,under 1/2 acre,,"Garage, Detached Garage, Gravel",1416.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B2N2,B2N
425000,3,3,3,Single Family,House,2,Middle Sackville,Freehold,under 1/2 acre,2000.0,,1689.0,,Poured Concrete,Detached,,,B4E3,B4E
584900,2,2,2,Single Family,Apartment,1,Bedford,Condominium/Strata,,2007.0,"Garage, Underground",1580.0,"Stove, Dishwasher, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,None,B4A4,B4A
254900,2,2,1,Single Family,House,1,Truro,Freehold,under 1/2 acre,2020.0,,884.0,"Range, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Crawl space,B2N5,B2N
749900,2,2,3,Single Family,Row / Townhouse,2,Halifax,Condominium/Strata,under 1/2 acre,2021.0,"Garage, Underground",1141.0,"Gas stove(s), Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator, Intercom",,,,None,B3H2,B3H
2599000,4,5,4,Single Family,House,2,Valley,Freehold,1/2 - 1 acre,2012.0,"Garage, Attached Garage",7317.0,"Cooktop - Propane, Oven - Electric, Dishwasher, Dryer - Electric, Washer, Freezer - Stand Up, Refrigerator, Water softener, Hot Tub, Gas stove(s)",Poured Concrete,Detached,,,B6L3,B6L
189000,3,6,2,Single Family,House,2,Poulamon,Freehold,under 1/2 acre,,"Garage, Detached Garage",1250.0,,Concrete Block,Detached,,Crawl space,B0E1,B0E
299900,2,2,1,Single Family,House,1,Fort Ellis,Freehold,1 - 3 acres,1988.0,"Garage, Detached Garage, Gravel",1008.0,,Poured Concrete,Detached,Character,,B0N2,B0N
399900,2,3,1,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,2003.0,Gravel,1744.0,"Cooktop - Electric, Oven - Electric, Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave, Refrigerator",Poured Concrete,Detached,2 Level,,B4C3,B4C
235000,2,2,1,Single Family,House,2,New Minas,Freehold,1 - 3 acres,1952.0,"Garage, Detached Garage",1448.0,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B4N3,B4N
287500,2,2,2,Single Family,House,1,Harmony,Freehold,3 - 10 acres,,Gravel,1320.0,"Range, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",,Detached,Character,Crawl space,B0P1,B0P
880000,1,2,2,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1950.0,Other,1971.0,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,Full (Finished),B2X2,B2X
399900,3,4,2,Single Family,House,1,Eastern Passage,Freehold,under 1/2 acre,2001.0,,2113.0,"Stove, Dishwasher, Dryer, Washer, Freezer - Stand Up, Refrigerator",Poured Concrete,Detached,Character,,B3G1,B3G
329900,3,3,2,Single Family,House,2,Timberlea,Freehold,under 1/2 acre,1950.0,Gravel,1424.0,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator, Central Vacuum","Concrete Block, Poured Concrete",Detached,,,B3T1,B3T
239900,3,3,2,Single Family,House,1,Lower Five Islands,Freehold,1 - 3 acres,1975.0,"Garage, Carport",2461.0,"Stove, Washer/Dryer Combo",Poured Concrete,Detached,,Full (Partially finished),B0M1,B0M
359000,3,3,1,Single Family,House,2,Blue Rocks,Freehold,under 1/2 acre,1902.0,Gravel,1344.0,"Stove, Dryer, Washer, Refrigerator",Stone,Detached,,,B0J2,B0J
299500,3,3,2,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1969.0,,1600.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B2W2,B2W
999999,3,3,1,Single Family,House,1,White Rock,Freehold,10 - 49 acres,2005.0,Gravel,1000.0,,Poured Concrete,Detached,"Mini, Other",None,B4P2,B4P
2395000,3,3,5,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1955.0,"Garage, Detached Garage, Interlocked",3839.0,"Cooktop - Propane, Oven - Electric, Dishwasher, Refrigerator, Wine Fridge",Poured Concrete,Detached,,,B3H1,B3H
649900,4,4,4,Single Family,House,3,Spryfield,Freehold,under 1/2 acre,2021.0,"Garage, Attached Garage",2546.0,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,,None,B3N0,B3N
299900,3,3,2,Single Family,Row / Townhouse,2,Halifax,Condominium/Strata,under 1/2 acre,1980.0,,1798.0,"Stove, Dishwasher, Dryer - Electric, Washer, Microwave, Refrigerator, Central Vacuum",Poured Concrete,,,,B3M3,B3M
759000,2,4,3,Single Family,House,1,Union Centre,Freehold,100+ acres,1988.0,"Garage, Attached Garage, Gravel",2840.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,Full (Partially finished),B0K2,B0K
240000,4,4,1,Single Family,House,2,Parrsboro,Freehold,1/2 - 1 acre,,Gravel,1368.0,,Poured Concrete,Detached,,,B0M1,B0M
399900,3,3,2,Single Family,House,1,Windsor,Freehold,under 1/2 acre,,Gravel,1560.0,"Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B0N2,B0N
850000,8,8,4,Single Family,House,1,Port Williams,Freehold,under 1/2 acre,2017.0,"Garage, Attached Garage, Gravel",4600.0,"Range, Dishwasher, Dryer, Washer, Refrigerator",Concrete Slab,Semi-detached,Character,None,B0P1,B0P
689900,3,3,2,Single Family,House,1,Lower Wolfville,Freehold,3 - 10 acres,2008.0,"Garage, Attached Garage",2073.0,Dishwasher,Concrete Slab,Detached,Character,None,B4P2,B4P
237500,2,2,1,Single Family,House,1,Valley,Freehold,under 1/2 acre,1972.0,"Garage, Detached Garage, Covered",1081.0,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B2N2,B2N
385000,3,4,3,Single Family,House,1,Kingston,Freehold,under 1/2 acre,,"Garage, Attached Garage",2700.0,"Dishwasher, Dryer, Washer, Hot Tub",Poured Concrete,Detached,Character,,B0P1,B0P
349000,3,3,2,Single Family,House,1,Harmony,Freehold,1 - 3 acres,1996.0,"Garage, Attached Garage, Interlocked",1838.0,"Oven - Electric, Dishwasher, Dryer, Washer/Dryer Combo, Refrigerator",Poured Concrete,Detached,Character,Full (Finished),B0P1,B0P
224900,2,2,1,Single Family,Apartment,1,Dartmouth,Condominium/Strata,,1976.0,Parking Space(s),748.0,"Range - Electric, Fridge/Stove Combo",,,,None,B3A4,B3A
194900,3,3,2,Single Family,House,2,Stellarton,Freehold,under 1/2 acre,,"Garage, Detached Garage",1522.0,,"Concrete Block, Poured Concrete",Detached,,Full,B0K1,B0K
429900,4,6,3,Single Family,House,2,Halifax,Freehold,under 1/2 acre,2005.0,Parking Space(s),2250.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B3R1,B3R
299900,2,2,1,Single Family,House,1,Halifax,Freehold,under 1/2 acre,1969.0,Gravel,790.0,"Stove, Dryer, Washer, Refrigerator",Concrete Block,Detached,Character,Crawl space,B3R1,B3R
750000,3,3,3,Single Family,House,1,Coldbrook,Freehold,1/2 - 1 acre,2021.0,"Garage, Attached Garage, Detached Garage, Gravel, Parking Space(s)",1704.0,Dishwasher,Concrete Slab,Detached,Character,None,B4R1,B4R
459900,3,3,2,Single Family,House,1,Stewiacke,Freehold,under 1/2 acre,,"Garage, Attached Garage, Gravel",1330.0,,Poured Concrete,Detached,Character,None,B0N2,B0N
329900,2,2,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1970.0,,1920.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full,B4C2,B4C
400000,1,3,1,Single Family,House,1,Tupper Lake,Freehold,1 - 3 acres,2013.0,"Garage, Detached Garage, Gravel",1728.0,Dishwasher,Poured Concrete,Detached,Character,Full (Finished),B0P1,B0P
274500,2,2,1,Single Family,House,1,Truro Heights,Freehold,1/2 - 1 acre,1992.0,"Garage, Detached Garage, Gravel",1587.0,"Stove, Dishwasher, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B6L1,B6L
549000,3,3,3,Single Family,House,1,Windsor Junction,Freehold,1/2 - 1 acre,1988.0,Garage,2160.0,"Range - Electric, Dryer, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,Character,Unknown,B2T1,B2T
749000,4,4,3,Single Family,House,2,Lucasville,Freehold,1 - 3 acres,2017.0,"Garage, Attached Garage",2534.0,"Stove, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator, Water softener, Hot Tub",Concrete Slab,Detached,,None,B4B0,B4B
389000,3,3,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1986.0,"Garage, Attached Garage",1721.0,"Barbeque, Stove, Dishwasher, Dryer, Washer, Freezer, Microwave, Refrigerator",Poured Concrete,Detached,,,B4C1,B4C
599900,3,5,3,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1969.0,,2596.0,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,2 Level,Full (Finished),B3A3,B3A
599900,3,4,4,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,2011.0,Garage,2824.0,"Gas stove(s), Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,,B2W0,B2W
139900,2,2,0,Single Family,House,2,West Chezzetcook,Freehold,1/2 - 1 acre,,"Garage, Detached Garage",753.0,"Refrigerator, None","Concrete Block, Poured Concrete, Stone",Detached,,Crawl space,B0J2,B0J
575000,3,3,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,2020.0,Garage,1950.0,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,Full (Finished),B3P0,B3P
950000,4,4,5,Single Family,House,2,Coldbrook,Freehold,1/2 - 1 acre,,"Garage, Attached Garage, Parking Space(s)",3850.0,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator",Concrete Slab,Detached,Contemporary,Unknown,B4R1,B4R
239900,3,3,1,Single Family,House,1,Salmon River,Freehold,under 1/2 acre,1995.0,,1176.0,"Stove, Refrigerator, Gas stove(s)",Poured Concrete,Detached,Character,Full (Partially finished),B2N6,B2N
289900,3,4,2,Single Family,House,2,Kingston,Freehold,under 1/2 acre,,,1525.0,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,4 Level,"Full (Unfinished), Full (Partially finished)",B0P1,B0P
229900,3,3,2,Single Family,House,3,Noel,Freehold,1 - 3 acres,,,2018.0,"Range - Electric, Refrigerator",Stone,Detached,,Full (Unfinished),B0N2,B0N
2099000,3,4,4,Single Family,House,2,Glen Haven,Freehold,1 - 3 acres,,"Garage, Attached Garage",3645.0,,Poured Concrete,Detached,,Full (Finished),B3Z2,B3Z
829900,3,3,3,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1917.0,,1730.0,"Stove, Gas stove(s), Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B3H2,B3H
399900,2,2,2,Single Family,House,1,Middle Sackville,Freehold,under 1/2 acre,2021.0,"Garage, Detached Garage, Gravel",1340.0,Dishwasher,"Poured Concrete, Concrete Slab",Detached,Character,None,B4E3,B4E
379900,3,3,2,Single Family,House,1,Bedford,Freehold,under 1/2 acre,1955.0,Gravel,1403.0,,Poured Concrete,Detached,2 Level,,B4A1,B4A
329900,2,4,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1984.0,"Garage, Detached Garage",2025.0,"Range, Dishwasher, Dryer, Washer, Refrigerator",Concrete Block,Detached,,,B4C1,B4C
574900,4,4,2,Single Family,House,1,Falmouth,Freehold,3 - 10 acres,1997.0,"Garage, Detached Garage, Gravel",2310.0,"Stove, Dishwasher, Refrigerator","Poured Concrete, Concrete Slab",Detached,Character,None,B0P1,B0P
949000,3,3,2,Single Family,House,2,Martins Brook,Freehold,1 - 3 acres,1872.0,"Garage, Detached Garage",1580.0,Gas stove(s),Stone,Detached,,Full (Unfinished),B0J2,B0J
449900,3,3,4,Single Family,Row / Townhouse,2,Dartmouth,Freehold,under 1/2 acre,2008.0,,2178.0,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,,B2Y3,B2Y
99900,2,2,1,Single Family,House,1,Chaplin,Freehold,3 - 10 acres,,Gravel,840.0,"Stove, Dryer, Washer, Refrigerator",,Detached,,"Crawl space, None",B0N2,B0N
499900,1,1,1,Single Family,Apartment,1,Halifax,Condominium/Strata,,2018.0,None,625.0,,Poured Concrete,,,None,B3H0,B3H
400000,3,4,1,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1956.0,,2275.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,,B2X2,B2X
699900,4,4,4,Single Family,House,2,Currys Corner,Freehold,Unknown,,"Garage, Attached Garage",3395.0,"Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum, Hot Tub",Poured Concrete,Detached,,,B0N2,B0N
439900,3,5,2,Single Family,House,1,Timberlea,Freehold,under 1/2 acre,1964.0,"Garage, Detached Garage",1924.0,,Poured Concrete,Detached,Character,Full (Finished),B3T1,B3T
929000,3,4,4,Single Family,House,2,Lawrencetown,Freehold,1/2 - 1 acre,2005.0,Gravel,2727.0,"Oven, Dishwasher, Dryer, Washer, Microwave, Refrigerator, Hot Tub","Poured Concrete, Concrete Slab",Detached,,,B2Z1,B2Z
219900,4,4,2,Single Family,House,2,Trenton,Freehold,under 1/2 acre,1977.0,,1896.0,"Stove, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B0K1,B0K
174900,2,4,1,Single Family,House,1,Port Hawkesbury,Freehold,under 1/2 acre,1971.0,,1520.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full,B9A3,B9A
429000,5,5,3,Single Family,House,1,Brierly Brook,Freehold,1 - 3 acres,2006.0,"Garage, Detached Garage, Gravel",1800.0,"Range, Dishwasher, Refrigerator",Poured Concrete,Detached,Character,Crawl space,B2G2,B2G
499900,3,5,3,Single Family,House,1,Harmony,Freehold,3 - 10 acres,2011.0,"Garage, Attached Garage, Gravel",2548.0,"Oven - Electric, Dishwasher, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator, Water softener",Poured Concrete,Detached,Character,Full,B6L3,B6L
339000,3,4,2,Single Family,House,1,Salmon River Bridge,Freehold,under 1/2 acre,1998.0,,1599.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Finished),B0J1,B0J
575000,3,4,3,Single Family,House,1,Hammonds Plains,Freehold,3 - 10 acres,2021.0,"Garage, Gravel",2053.0,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,,B4B0,B4B
479900,2,4,2,Single Family,House,1,Halifax,Freehold,under 1/2 acre,1967.0,Carport,2033.0,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished),B3M1,B3M
282500,2,3,1,Single Family,House,1,Eastern Passage,Freehold,under 1/2 acre,1978.0,Gravel,1440.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished),B3G1,B3G
999900,5,9,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1974.0,Parking Space(s),2572.0,"Oven, Dishwasher, Dryer, Washer, Freezer, Refrigerator",Poured Concrete,Detached,,,B3H2,B3H
499900,3,3,4,Single Family,House,2,Millwood,Freehold,under 1/2 acre,2005.0,"Garage, Attached Garage",2078.0,Central Vacuum,Poured Concrete,Detached,,Full (Finished),B4E3,B4E
104900,4,4,1,Single Family,House,2,Spencers Island,Freehold,1 - 3 acres,1904.0,,,None,Poured Concrete,Detached,,Full (Unfinished),B0M1,B0M
235000,6,6,2,Single Family,House,1,Portapique,Freehold,1 - 3 acres,,,1747.0,"Dryer, Washer",Poured Concrete,Detached,Character,Full,B0M1,B0M
350000,3,4,2,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1969.0,,1898.0,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished),B3W3,B3W
549900,4,4,4,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,1999.0,"Garage, Attached Garage",2568.0,"Dishwasher, Microwave Range Hood Combo",Poured Concrete,Detached,2 Level,,B2W6,B2W
575000,4,4,4,Single Family,House,2,Spryfield,Freehold,under 1/2 acre,2013.0,"Garage, Attached Garage",2446.0,"Stove, Dishwasher, Washer/Dryer Combo, Microwave Range Hood Combo, Fridge/Stove Combo",Poured Concrete,Detached,,,B3P0,B3P
449900,4,4,3,Single Family,House,2,Meadowvale,Freehold,1/2 - 1 acre,2015.0,"Garage, Attached Garage, Gravel",2182.0,"Stove, Dishwasher, Microwave Range Hood Combo, Refrigerator",Concrete Slab,Detached,,None,B0P1,B0P
349900,3,4,2,Single Family,House,1,New Minas,Freehold,under 1/2 acre,1980.0,"Garage, Detached Garage",2300.0,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,Character,Full (Partially finished),B4N4,B4N
335000,3,4,2,Single Family,House,1,Kentville,Freehold,under 1/2 acre,1968.0,,1515.0,"Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,,B4N1,B4N
989900,4,4,4,Single Family,House,3,Brunello Estates,Freehold,under 1/2 acre,,"Garage, Interlocked",2900.0,None,Poured Concrete,Detached,,,B3T0,B3T
449900,3,3,3,Single Family,House,1,Cole Harbour,Freehold,under 1/2 acre,1982.0,"Garage, Attached Garage",2446.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,,B2V2,B2V
300000,2,2,1,Single Family,Apartment,2,Halifax,Condominium/Strata,,1986.0,Parking Space(s),1130.0,"Stove, Dishwasher, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator, Intercom",Poured Concrete,,2 Level,None,B3M3,B3M
409900,3,3,3,Single Family,Row / Townhouse,2,Dartmouth,Freehold,under 1/2 acre,1993.0,,2098.0,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,Full (Finished),B2W6,B2W
365000,2,2,2,Single Family,Apartment,1,Dartmouth,Condominium/Strata,,1991.0,"Garage, Underground",1100.0,"Range, Dishwasher, Washer/Dryer Combo, Microwave, Refrigerator",Poured Concrete,,,None,B3A4,B3A
645000,3,3,2,Single Family,,2,Halifax,Condominium/Strata,under 1/2 acre,2019.0,,1319.0,"Gas stove(s), Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,None,B3K2,B3K
169900,4,4,2,Single Family,House,2,New Glasgow,Freehold,under 1/2 acre,1921.0,Gravel,1154.0,"Stove, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B2H4,B2H
95000,2,2,1,Single Family,House,1,Springhill,Freehold,1 - 3 acres,1940.0,Gravel,967.0,,Poured Concrete,Detached,Character,Full (Unfinished),B0M1,B0M
74000,2,2,1,Single Family,House,2,West Arichat,Freehold,under 1/2 acre,1923.0,Gravel,864.0,,Concrete Block,Detached,,,B0E1,B0E
249900,4,4,2,Single Family,House,2,Pine Tree,Freehold,3 - 10 acres,,Gravel,1636.0,"Stove, Dryer, Washer, Refrigerator","Poured Concrete, Stone",Detached,,Partial (Unfinished),B0K1,B0K
729900,3,4,4,Single Family,House,2,Bedford,Freehold,1/2 - 1 acre,,"Garage, Attached Garage",3939.0,"Range - Gas, Range - Electric, Dishwasher, Dryer - Electric, Washer, Freezer - Stand Up, Microwave Range Hood Combo, Fridge/Stove Combo, Wine Fridge",Poured Concrete,Detached,,,B4A2,B4A
349900,3,4,3,Single Family,House,2,Bedford,Freehold,under 1/2 acre,1987.0,,1866.0,,Poured Concrete,Semi-detached,,,B4A3,B4A
599900,3,3,4,Single Family,Row / Townhouse,2,Bedford,Freehold,under 1/2 acre,2011.0,"Garage, Attached Garage",2197.0,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,,B4B0,B4B
899900,3,4,4,Single Family,House,2,Hatchet Lake,Freehold,1 - 3 acres,2016.0,"Garage, Attached Garage",3479.0,"Oven, Range, Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,Full (Finished),B3T0,B3T
449900,2,2,3,Single Family,Row / Townhouse,2,Dartmouth,Freehold,3 - 10 acres,2014.0,Garage,1755.0,,Poured Concrete,,,Full (Finished),B3G0,B3G
